0,2,0,0,0,0,40,2.712,1
1,2,400,234,490,400,40,0.884,1
2,2,498,390,220,220,40,0.799,1
3,2,208,228,310,310,40,0.687,1
4,2,315,313,310,490,40,0.64,1
5,2,317,505,490,400,40,0.663,1
6,2,468,394,220,400,40,0.669,1
7,2,208,389,310,310,40,0.676,1
8,2,303,314,220,220,40,0.609,1
9,2,207,197,310,310,40,0.655,1
10,2,309,304,400,400,40,0.678,1
11,2,386,375,490,490,40,0.642,1
12,2,479,478,220,490,40,0.705,1
13,2,210,481,220,220,40,0.768,1
14,2,214,224,490,220,40,0.712,1
15,2,473,245,490,490,40,0.804,1
16,2,469,487,220,220,40,0.655,1
17,2,210,225,310,400,40,0.728,1
18,2,306,388,490,490,40,0.718,1
19,2,476,492,310,310,40,0.669,1
20,2,335,316,490,490,40,0.679,1
21,2,502,510,220,490,40,0.718,1
22,2,258,488,400,310,40,0.834,1
23,2,406,308,220,220,40,0.621,1
24,2,224,232,220,400,40,0.668,1
25,2,214,387,310,310,40,0.541,1
26,2,318,307,310,310,40,0.651,1
27,2,313,309,220,490,40,0.709,1
28,2,237,480,490,400,40,0.683,1
29,2,493,410,490,490,40,0.562,1
30,2,483,468,490,310,40,0.746,1
31,2,478,339,220,310,40,0.636,1
32,2,200,330,400,220,40,0.696,1
33,2,391,242,310,490,40,0.817,1
34,2,313,492,400,310,40,0.638,1
35,2,388,297,220,220,40,0.697,1
36,2,226,230,400,400,40,0.769,1
37,2,410,391,310,490,40,0.685,1
38,2,300,499,310,220,40,0.801,1
39,2,306,230,490,220,40,0.766,1
40,2,462,246,220,310,40,0.761,1
41,2,206,319,490,220,40,0.671,1
42,2,458,244,220,310,40,0.664,1
43,2,228,320,490,220,40,0.749,1
44,2,474,245,490,490,40,0.853,1
45,2,494,483,310,400,40,0.691,1
46,2,328,405,490,400,40,0.7,1
47,2,500,401,220,310,40,0.858,1
48,2,228,325,400,490,40,0.725,1
49,2,380,489,220,400,40,0.575,1
50,2,212,395,490,490,40,0.805,1
51,2,463,484,400,220,40,0.803,1
52,2,394,243,400,220,40,0.599,1
53,2,390,246,310,220,40,0.536,1
54,2,303,227,220,310,40,0.637,1
55,2,204,327,490,400,40,0.774,1
56,2,481,413,220,310,40,0.735,1
57,2,248,333,220,490,40,0.699,1
58,2,230,482,220,400,40,0.56,1
59,2,220,402,400,490,40,0.681,1
60,2,395,507,400,310,40,0.736,1
61,2,406,332,490,400,40,0.593,1
62,2,508,382,400,490,40,0.686,1
63,2,415,514,310,220,40,0.684,1
64,2,322,237,310,220,40,0.639,1
65,2,315,219,310,220,40,0.653,1
66,2,315,219,490,400,40,0.807,1
67,2,494,408,220,220,40,0.676,1
68,2,223,220,310,310,40,0.604,1
69,2,293,309,310,310,40,0.861,1
70,2,309,316,310,400,40,0.586,1
71,2,315,437,220,310,40,0.589,1
72,2,234,349,400,490,40,0.7,1
73,2,416,487,220,490,40,0.675,1
74,2,198,486,220,490,40,0.634,1
75,2,220,482,490,310,40,0.858,1
76,2,480,326,220,310,40,0.739,1
77,2,240,290,310,400,40,0.588,1
78,2,308,407,310,400,40,0.606,1
79,2,318,402,310,490,40,0.57,1
80,2,317,476,220,490,40,0.63,1
81,2,228,480,310,310,40,0.641,1
82,2,287,323,490,490,40,0.759,1
83,2,492,496,220,310,40,0.752,1
84,2,216,310,400,490,40,0.75,1
85,2,391,504,400,490,40,0.772,1
86,2,416,522,490,310,40,0.927,1
87,2,485,323,310,490,40,0.636,1
88,2,299,486,310,490,40,0.849,1
89,2,316,497,220,400,40,0.615,1
90,2,226,382,490,220,40,0.711,1
91,2,505,215,310,220,40,0.636,1
92,2,315,230,400,220,40,0.551,1
93,2,420,225,220,400,40,0.753,1
94,2,227,417,400,400,40,0.669,1
95,2,368,394,400,490,40,0.573,1
96,2,389,473,490,400,40,0.656,0
97,2,498,354,400,310,40,0.704,1
98,2,419,324,220,490,40,0.859,1
99,2,224,475,490,220,40,0.943,1
100,2,498,224,220,310,40,0.7,1
101,2,221,318,400,400,40,0.651,1
102,2,382,389,400,490,40,0.739,1
103,2,400,481,400,400,40,0.723,1
104,2,400,390,490,490,40,0.622,1
105,2,460,478,220,400,40,0.65,1
106,2,220,419,490,310,40,0.753,1
107,2,469,325,400,220,40,0.619,1
108,2,392,241,400,400,40,0.621,1
109,2,392,402,220,490,40,0.626,1
110,2,234,479,310,490,40,0.536,1
111,2,306,494,400,310,40,0.717,1
112,2,409,302,310,220,40,0.636,1
113,2,305,227,490,490,40,0.888,1
114,2,480,499,400,400,40,0.622,1
115,2,381,388,220,310,40,0.707,1
116,2,205,319,220,220,40,0.679,1
117,2,232,246,310,400,40,0.667,1
118,2,315,405,490,400,40,0.851,1
119,2,470,425,490,310,40,0.567,1
120,2,479,310,310,220,40,0.635,1
121,2,309,228,220,400,40,0.699,1
122,2,228,396,490,310,40,0.783,1
123,2,498,328,400,310,40,0.639,1
124,2,409,320,310,220,40,0.645,1
125,2,313,221,220,490,40,0.817,1
126,2,197,481,220,310,40,0.717,1
127,2,211,312,310,400,40,0.7,1
128,2,320,409,310,220,40,0.6,1
129,2,317,213,220,310,40,0.803,1
130,2,221,300,400,490,40,0.798,1
131,2,409,499,400,490,40,0.429,1
132,2,409,499,310,400,40,0.687,1
133,2,321,411,490,310,40,0.689,1
134,2,460,349,400,400,40,0.57,1
135,2,391,402,310,400,40,0.578,1
136,2,313,408,220,220,40,0.715,0
137,2,231,266,400,310,40,0.891,1
138,2,387,302,220,490,40,0.784,1
139,2,202,486,400,490,40,0.687,1
140,2,400,495,490,490,40,0.638,1
141,2,484,486,310,490,40,0.749,1
