0,3,0,0,0,0,40,2.785,1
1,3,228,385,490,490,40,0.768,1
2,3,503,488,490,220,40,0.801,1
3,3,491,215,400,220,40,0.682,1
4,3,400,214,310,400,40,0.665,1
5,3,327,368,490,490,40,0.668,1
6,3,488,472,310,400,40,0.6,1
7,3,351,420,310,220,40,0.65,1
8,3,310,200,490,400,40,0.699,1
9,3,488,386,220,490,40,0.799,1
10,3,206,499,220,400,40,0.666,1
11,3,191,398,310,310,40,0.668,1
12,3,309,315,220,220,40,0.6,1
13,3,204,204,220,490,40,0.716,1
14,3,208,478,400,400,40,0.649,1
15,3,393,400,310,310,40,0.534,1
16,3,308,312,490,310,40,0.699,1
17,3,496,316,400,220,40,0.617,1
18,3,420,234,310,400,40,0.653,1
19,3,296,409,490,490,40,0.63,1
20,3,478,481,310,400,40,0.62,1
21,3,336,412,400,490,40,0.602,1
22,3,391,466,310,490,40,0.761,1
23,3,314,495,400,400,40,0.65,1
24,3,390,425,490,310,40,0.572,1
25,3,481,325,310,490,40,0.633,1
26,3,332,515,310,400,40,0.549,1
27,3,314,395,400,400,40,0.45,1
28,3,396,404,490,310,40,0.648,1
29,3,472,322,490,310,40,0.8,1
30,3,472,314,220,490,40,0.753,1
31,3,223,486,220,310,40,0.781,1
32,3,230,325,400,490,40,0.634,1
33,3,403,479,490,490,40,0.633,1
34,3,490,503,310,400,40,0.619,1
35,3,306,392,220,400,40,0.681,1
36,3,221,386,220,220,40,0.618,1
37,3,219,233,220,400,40,0.702,1
38,3,189,405,490,310,40,0.753,1
39,3,487,320,490,490,40,0.599,1
40,3,499,486,400,310,40,0.633,1
41,3,399,321,400,490,40,0.582,1
42,3,414,499,310,400,40,0.633,1
43,3,305,395,490,400,40,0.551,1
44,3,468,399,220,220,40,0.683,1
45,3,233,224,490,310,40,0.767,1
46,3,477,297,490,220,40,0.599,1
47,3,500,239,310,220,40,0.701,1
48,3,315,211,220,490,40,0.666,1
49,3,229,488,220,490,40,0.682,1
50,3,227,486,310,220,40,0.771,1
51,3,307,225,400,310,40,0.592,1
52,3,398,320,400,220,40,0.591,1
53,3,404,210,400,490,40,0.785,1
54,3,396,478,310,490,40,0.682,1
55,3,321,492,400,400,40,0.8,1
56,3,387,420,220,400,40,0.594,1
57,3,229,400,220,400,40,0.701,1
58,3,222,403,400,490,40,0.666,1
59,3,378,474,490,400,40,0.717,1
60,3,495,414,490,490,40,0.634,1
61,3,521,493,220,310,40,0.749,1
62,3,225,327,310,310,40,0.65,1
63,3,310,301,220,400,40,0.6,1
64,3,190,392,310,220,40,0.642,1
65,3,296,214,400,310,40,0.553,1
66,3,402,318,220,400,40,0.549,1
67,3,214,392,220,220,40,0.614,1
68,3,213,216,400,400,40,0.717,1
69,3,399,398,310,310,40,0.536,1
70,3,313,305,220,490,40,0.596,1
71,3,223,520,310,220,40,0.602,1
72,3,302,199,310,490,40,0.65,1
73,3,319,520,490,220,40,0.669,1
74,3,481,227,490,490,40,0.611,0
75,3,487,538,310,220,40,0.752,1
76,3,318,203,490,400,40,0.666,1
77,3,474,387,400,220,40,0.598,1
78,3,391,202,310,310,40,0.548,1
79,3,308,322,490,490,40,0.706,1
80,3,502,477,220,490,40,0.796,1
81,3,208,472,400,490,40,0.953,1
82,3,421,483,310,220,40,0.748,1
83,3,294,211,490,310,40,0.823,1
84,3,498,302,220,490,40,0.83,1
85,3,219,496,220,220,40,0.914,1
86,3,231,213,400,310,40,0.631,1
87,3,437,309,310,220,40,0.774,1
88,3,312,207,490,310,40,0.622,1
89,3,480,288,490,400,40,0.649,1
90,3,488,411,220,310,40,0.8,1
91,3,224,289,490,400,40,0.834,1
92,3,486,404,400,400,40,0.835,1
93,3,375,398,490,310,40,0.649,1
94,3,507,312,310,310,40,0.581,1
95,3,295,311,400,220,40,0.636,1
96,3,403,202,220,310,40,0.634,1
97,3,228,304,220,310,40,0.784,1
98,3,219,311,400,220,40,0.615,1
99,3,397,206,220,220,40,0.62,1
100,3,237,236,400,490,40,0.831,1
101,3,397,470,400,220,40,0.716,1
102,3,403,202,400,220,40,0.668,1
103,3,394,229,310,310,40,0.649,1
104,3,309,315,220,310,40,0.733,1
105,3,219,308,310,400,40,0.829,1
106,3,306,414,490,220,40,0.665,1
107,3,491,217,400,310,40,0.606,1
108,3,381,327,220,400,40,0.843,1
109,3,233,380,490,220,40,0.495,0
110,3,190,401,400,490,40,0.97,1
111,3,381,504,310,220,40,0.802,1
112,3,319,215,220,400,40,0.595,1
113,3,217,415,490,220,40,0.891,1
114,3,489,205,400,310,40,0.86,1
115,3,397,324,490,400,40,0.736,1
116,3,491,412,310,490,40,0.516,1
117,3,276,486,310,310,40,0.516,1
118,3,308,320,400,220,40,0.682,1
119,3,403,213,490,220,40,0.584,1
120,3,471,220,490,490,40,0.801,1
121,3,481,472,310,220,40,0.683,1
122,3,326,230,310,220,40,0.716,1
123,3,319,223,400,490,40,0.683,1
124,3,421,491,220,490,40,0.72,1
125,3,219,493,220,310,40,0.649,1
126,3,221,309,220,490,40,0.965,1
127,3,216,495,220,490,40,0.509,1
